"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"7867","Uttar Pradesh","Setting up public non-conventional energy plants","WS/MP187/2025-2026/194403","SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","14-Jan-2026","NATIONAL INFRATECH","Payment Success","119199"
"7868","Odisha","Street lights","WS/MP138/2025-2026/204686","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","24-Mar-2026","KALINGA ELECTRICAL CORPORATION","Payment Success","490000"
"7869","Rajasthan","Construction of public libraries and reading rooms","WS/MP147/2024-2025/98069","BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","16-Jul-2025","JAY TRIPURA BUILDING MATERIAL","Payment Success","255786"
"7870","Himachal Pradesh","Construction of community centers and community halls","WS/MP078/2025-2026/201042","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","26-Sep-2025","Gram Panchayat Masroond","Payment Success","150000"
"7871","Uttarakhand","Setting up crops conservation facilities","WS/MP18333/2025-2026/174901","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","06-Aug-2026","ARVIND SINGH","Payment Success","128970"
"7872","Uttarakhand","Setting up crops conservation facilities","WS/MP18333/2025-2026/174901","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","20-Dec-2025","ARVIND SINGH","Payment Success","357324"
"7873","Kerala","Construction of bus-sheds or bus-stops","WS/MP099/2025-2026/132947","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","03-Sep-2025","RAHUL RAJ","Payment Success","841700"
"7874","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2024-2025/146661","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","04-Jun-2025","kanwar bai","Payment Success","7280"
"7875","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217007","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","kanwar bai","Payment Success","7411"
"7876","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192442","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","04-Aug-2025","GS TRADER","Payment Success","1799950"
"7877","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192235","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","24-Jun-2025","GS TRADER","Payment Success","850000"
"7878","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192235","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","27-Jun-2025","GS TRADER","Payment Success","199852"
"7879","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP106/2026-2027/286626","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","10-Aug-2026","GS TRADER","Payment Success","480000"
"7880","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2026-2027/293122","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","10-Aug-2026","GS TRADER","Payment Success","1422609"
"7881","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP106/2025-2026/213109","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Aug-2025","GS TRADER","Payment Success","499969"
"7882","Madhya Pradesh","Providing drains and gutters for public drainage","WS/MP107/2025-2026/192441","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","03-Jun-2025","GS TRADER","Payment Success","750013"
"7883","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192236","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","03-Jun-2025","GS TRADER","Payment Success","1250261"
"7884","Punjab","Providing CCTV camera system for security of public areas","WS/MP235/2025-2026/205908","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","29-Sep-2025","Punjab Police Housing Corporation Limited","Payment Success","15070157"
"7885","Punjab","Providing CCTV camera system for security of public areas","WS/MP235/2025-2026/205908","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","11-Jul-2025","Punjab Police Housing Corporation Limited","Payment Success","4453132"
"7886","Uttar Pradesh","Creation of new ponds","WS/MP195/2025-2026/149055","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","10-Jun-2025","MUDIT LAL GOEL","Payment Success","867991"
"7887","Uttar Pradesh","Creation of new ponds","WS/MP195/2025-2026/149055","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","03-Sep-2025","MUDIT LAL GOEL","Payment Success","558026"
"7888","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP842/2024-2025/142778","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","10-Jun-2025","BIJU  K J","Payment Success","798708"
"7889","Uttarakhand","Construction of additional rooms and halls in the existing public and community building","WS/MP204/2025-2026/174235","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","14-Aug-2025","RAMESHWAR ENTERPRISES","Payment Success","996912"
"7890","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2025-2026/192572","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","03-Jun-2025","GP SAATANBAADI S","Payment Success","500000"
"7891","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2025-2026/192572","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","26-Mar-2026","GP SAATANBAADI S","Payment Success","500000"
"7892","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/176578","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","18-Sep-2025","MS THALWAL TRADERS","Payment Success","82771"
"7893","Rajasthan","Lighting of public spaces","WS/MP18295/2024-2025/165460","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","21-Jul-2025","BALAJI INFOTECH","Payment Success","105000"
"7894","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2024-2025/165458","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","21-Jul-2025","BALAJI INFOTECH","Payment Success","225000"
"7895","Rajasthan","Lighting of public spaces","WS/MP18295/2024-2025/165460","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","06-Jun-2025","BALAJI INFOTECH","Payment Success","375000"
"7896","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2024-2025/165458","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","06-Jun-2025","BALAJI INFOTECH","Payment Success","750000"
"7897","Rajasthan","Lighting of public spaces","WS/MP18295/2024-2025/165460","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","27-Jul-2025","BALAJI INFOTECH","Payment Success","17600"
"7898","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2024-2025/165458","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","27-Jul-2025","BALAJI INFOTECH","Payment Success","21450"
"7899","Tamil Nadu","Construction of water tanks","WS/MP166/2025-2026/214366","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","09-Jan-2026","R RAJENDRAN","Payment Success","1700000"
"7900","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP166/2024-2025/125564","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","04-Jun-2025","R RAJENDRAN","Payment Success","599940"
"7901","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP099/2024-2025/132941","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","23-Jun-2025","Sajeev kumar K P","Payment Success","966662"
"7902","Tamil Nadu","Construction of public libraries and reading rooms","WS/MP163/2025-2026/70364","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","08-Jul-2025","MANOHARAN CONSTRUCTION COMPANY","Payment Success","1628568"
"7903","Tamil Nadu","Construction of public libraries and reading rooms","WS/MP163/2025-2026/70364","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","28-Nov-2025","MANOHARAN CONSTRUCTION COMPANY","Payment Success","1803400"
"7904","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18403/2025-2026/195416","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","16-Feb-2026","VAVDI ROAD GRAM PANCHAYAT KACHERI","Payment Success","500000"
"7905","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18332/2024-2025/150753","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","04-Jun-2025","SUNEETA SINGH","Payment Success","1300000"
"7906","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18332/2024-2025/150753","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","01-Aug-2025","SUNEETA SINGH","Payment Success","188800"
"7907","Sikkim","Construction of boundary walls of existing public and community buildings","WS/MP18282/2024-2025/137759","Mangan(DISTRICT COLLECTOR MANGAN_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","13-Jun-2025","Pema Doma Bhutia","Payment Success","248423"
"7908","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2025-2026/132613","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","06-Jun-2025","Construction of Road from Kukurmari Bazar to Namghor Ward No 3","Payment Success","2250000"
"7909","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2025-2026/132613","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","07-Jul-2026","Construction of Road from Kukurmari Bazar to Namghor Ward No 3","Payment Success","750000"
"7910","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158784","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","99039"
"7911","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158782","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","84337"
"7912","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158781","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","97145"
"7913","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158783","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","97669"
"7914","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158779","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","96120"
"7915","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158775","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","97372"
"7916","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158778","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","83771"
"7917","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158777","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","96938"
"7918","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158776","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","92865"
"7919","Andhra Pradesh","Installing tube-wells and borewells","WS/MP18373/2025-2026/158780","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","13-Jun-2025","SIRI BORE WELLS AND CONSTRUCTIONS","Payment Success","94548"
"7920","Telangana","Installing community drinking water plants","WS/MP846/2025-2026/137793","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","10-Jun-2025","ARELLA RAJAGOUD","Payment Success","140654"
"7921","Maharashtra","Construction of community centers and community halls","WS/MP112/2025-2026/228324","SATARA(DISTRICT COLLECTOR SATARA_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","05-Sep-2025","BANDU BADAM GOLE","Payment Success","1000000"
"7922","Assam","Construction of community centers and community halls","WS/MP071/2025-2026/162672","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","07-Mar-2026","CC Ganeshguri Krira sanskritik Yuva MANCHA","Payment Success","1000000"
"7923","Assam","Construction of community centers and community halls","WS/MP071/2025-2026/162672","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","11-Jun-2025","CC Ganeshguri Krira sanskritik Yuva MANCHA","Payment Success","1500000"
"7924","Punjab","Renovation of ponds and lakes","WS/MP140/2025-2026/194345","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","24-Jun-2025","Amritpal Singh","Payment Success","33852"
"7925","Assam","Construction of stadiums","WS/MP071/2025-2026/162670","NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","06-Dec-2025","MS Allied Construction Co","Payment Success","599941"
"7926","Assam","Construction of stadiums","WS/MP071/2025-2026/162670","NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","06-Dec-2025","MS Allied Construction Co","Payment Success","650059"
"7927","Assam","Construction of stadiums","WS/MP071/2025-2026/162670","NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","18-Jun-2025","MS Allied Construction Co","Payment Success","1250000"
"7928","Assam","Construction of stadiums","WS/MP071/2025-2026/162670","NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","05-Jul-2025","MS Allied Construction Co","Payment Success","1974701"
"7929","Assam","Construction of stadiums","WS/MP071/2025-2026/162670","NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","05-Jul-2025","MS Allied Construction Co","Payment Success","48502"
"7930","Assam","Construction of stadiums","WS/MP071/2025-2026/162670","NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","05-Jul-2025","MS Allied Construction Co","Payment Success","476797"
"7931","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2024-2025/146662","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","10-Jun-2025","sorav kumar","Payment Success","8030"
